Name: angerville-2
Location: 48.3219 , 2.0306
Issued: 2020/07/10 00:00UTC
Time,Speed(m/s),Direction (deg N)
2020/07/10 00:00UTC,3.21,307
2020/07/10 03:00UTC,3.41,281
2020/07/10 06:00UTC,3.76,280
2020/07/10 09:00UTC,4.60,291
2020/07/10 12:00UTC,4.07,300
2020/07/10 15:00UTC,3.86,316
2020/07/10 18:00UTC,4.15,334
2020/07/10 21:00UTC,4.45,338
2020/07/11 00:00UTC,3.43,344
2020/07/11 03:00UTC,2.95,336
2020/07/11 06:00UTC,2.75,346
2020/07/11 09:00UTC,3.06,17
2020/07/11 12:00UTC,3.21,9
2020/07/11 15:00UTC,3.77,5
2020/07/11 18:00UTC,3.35,18
2020/07/11 21:00UTC,3.32,26
2020/07/12 00:00UTC,3.82,35
2020/07/12 03:00UTC,3.37,28
2020/07/12 06:00UTC,4.07,31
2020/07/12 09:00UTC,4.53,39
2020/07/12 12:00UTC,4.48,52
2020/07/12 15:00UTC,4.33,59
2020/07/12 18:00UTC,3.57,65
2020/07/12 21:00UTC,3.87,39
2020/07/13 00:00UTC,3.50,31
2020/07/13 03:00UTC,3.61,22
2020/07/13 06:00UTC,3.90,40
2020/07/13 09:00UTC,3.86,43
2020/07/13 12:00UTC,3.74,53
2020/07/13 15:00UTC,2.96,40
2020/07/13 18:00UTC,2.04,47
2020/07/13 21:00UTC,2.48,25
2020/07/14 00:00UTC,2.94,3
2020/07/14 03:00UTC,2.84,342
2020/07/14 06:00UTC,2.85,341
2020/07/14 09:00UTC,2.19,341
2020/07/14 12:00UTC,3.05,289
2020/07/14 15:00UTC,3.67,285
2020/07/14 18:00UTC,3.10,282
2020/07/14 21:00UTC,3.06,311
2020/07/15 00:00UTC,2.74,295
2020/07/15 03:00UTC,3.08,277
2020/07/15 06:00UTC,3.70,260
2020/07/15 09:00UTC,5.15,246
2020/07/15 12:00UTC,5.59,252
2020/07/15 15:00UTC,5.21,267
2020/07/15 18:00UTC,3.56,267
2020/07/15 21:00UTC,3.02,289
2020/07/16 00:00UTC,2.95,288
2020/07/16 03:00UTC,2.63,286
2020/07/16 06:00UTC,2.74,294
2020/07/16 09:00UTC,3.27,299
2020/07/16 12:00UTC,3.17,287
2020/07/16 15:00UTC,2.95,302
2020/07/16 18:00UTC,2.48,312
2020/07/16 21:00UTC,3.33,315
2020/07/17 00:00UTC,2.94,331
2020/07/17 03:00UTC,2.38,331
2020/07/17 06:00UTC,1.82,332
2020/07/17 09:00UTC,1.00,335
2020/07/17 12:00UTC,1.90,311
2020/07/17 15:00UTC,3.27,335
2020/07/17 18:00UTC,3.66,343
2020/07/17 21:00UTC,3.21,7
2020/07/18 00:00UTC,2.64,16
2020/07/18 03:00UTC,2.18,14
2020/07/18 06:00UTC,2.27,23
2020/07/18 09:00UTC,2.58,45
2020/07/18 12:00UTC,3.06,54
2020/07/18 15:00UTC,2.89,67
2020/07/18 18:00UTC,2.89,96
2020/07/18 21:00UTC,3.13,81
2020/07/19 00:00UTC,2.36,76
2020/07/19 03:00UTC,2.23,66
2020/07/19 06:00UTC,2.83,64
2020/07/19 09:00UTC,3.70,71
2020/07/19 12:00UTC,3.60,79
2020/07/19 15:00UTC,3.20,81
2020/07/19 18:00UTC,2.91,77
2020/07/19 21:00UTC,3.19,57
2020/07/20 00:00UTC,3.41,54
